fCnt,freq,bw,sf,cr,rssi,channel,timestamp
485,915200000,125,7,4/5,-78,0,1248298915
486,915600000,125,7,4/5,-75,2,1249374931
487,916200000,125,7,4/5,-78,5,1250450948
488,916000000,125,7,4/5,-76,4,1251526963
489,915400000,125,7,4/5,-75,1,1252602979
490,916000000,125,7,4/5,-78,4,1253679003
491,916400000,125,7,4/5,-77,6,1254755012
492,915200000,125,7,4/5,-76,0,1255831035
493,915400000,125,7,4/5,-76,1,1256907051
494,915800000,125,7,4/5,-77,3,1257983067
495,915600000,125,7,4/5,-76,2,1259059083
496,916200000,125,7,4/5,-77,5,1260135108
497,916400000,125,7,4/5,-83,6,1261211124
498,915400000,125,7,4/5,-81,1,1262287139
499,915200000,125,7,4/5,-74,0,1263363155
500,915600000,125,7,4/5,-76,2,1264439171
501,916200000,125,7,4/5,-73,5,1265515188
502,915800000,125,7,4/5,-75,3,1266591203
503,916000000,125,7,4/5,-76,4,1267667227
504,915600000,125,7,4/5,-75,2,1268743243
505,915400000,125,7,4/5,-72,1,1269819259
506,915800000,125,7,4/5,-78,3,1270895275
507,916400000,125,7,4/5,-81,6,1271971292
508,916000000,125,7,4/5,-83,4,1273047315
509,916200000,125,7,4/5,-81,5,1274123332
510,915200000,125,7,4/5,-79,0,1275199347
511,916200000,125,7,4/5,-84,5,1276275364
512,915600000,125,7,4/5,-82,2,1277351379
513,915400000,125,7,4/5,-81,1,1278427403
514,916000000,125,7,4/5,-82,4,1279503419
515,916400000,125,7,4/5,-89,6,1280579436
516,915200000,125,7,4/5,-82,0,1281655451
517,915800000,125,7,4/5,-81,3,1282731467
518,916000000,125,7,4/5,-84,4,1283807491
519,915600000,125,7,4/5,-78,2,1284883507
520,916400000,125,7,4/5,-84,6,1285959524
521,915400000,125,7,4/5,-79,1,1287035539
522,916200000,125,7,4/5,-77,5,1288111556
523,915200000,125,7,4/5,-81,0,1289187579
524,915800000,125,7,4/5,-79,3,1290263587
525,916200000,125,7,4/5,-79,5,1291339612
526,916000000,125,7,4/5,-79,4,1292415627
527,915600000,125,7,4/5,-79,2,1293491643
528,915200000,125,7,4/5,-81,0,1294567667
529,915800000,125,7,4/5,-83,3,1295643675
530,915400000,125,7,4/5,-73,1,1296719699
531,916400000,125,7,4/5,-73,6,1297795716
532,915800000,125,7,4/5,-75,3,1298871731
533,916000000,125,7,4/5,-77,4,1299947755
534,915600000,125,7,4/5,-70,2,1301023763
535,916200000,125,7,4/5,-67,5,1302099788
536,915400000,125,7,4/5,-84,1,1303175803
537,915200000,125,7,4/5,-72,0,1304251827
538,916400000,125,7,4/5,-71,6,1305327836
539,916400000,125,7,4/5,-64,6,1306403852
540,915400000,125,7,4/5,-76,1,1307479875
541,915800000,125,7,4/5,-72,3,1308555891
542,915600000,125,7,4/5,-65,2,1309631907
543,916000000,125,7,4/5,-69,4,1310707931
544,916200000,125,7,4/5,-73,5,1311783948
545,915200000,125,7,4/5,-75,0,1312859963
546,916400000,125,7,4/5,-63,6,1313935980
547,915200000,125,7,4/5,-63,0,1315011995
548,916200000,125,7,4/5,-57,5,1316088012
549,915600000,125,7,4/5,-66,2,1317164028
550,915400000,125,7,4/5,-67,1,1318240051
551,915800000,125,7,4/5,-59,3,1319316059
552,916000000,125,7,4/5,-59,4,1320392083
553,915800000,125,7,4/5,-63,3,1321468099
554,916400000,125,7,4/5,-60,6,1322544116
555,915400000,125,7,4/5,-54,1,1323620139
556,915200000,125,7,4/5,-65,0,1324696155
557,916200000,125,7,4/5,-67,5,1325772172
558,916000000,125,7,4/5,-63,4,1326848187
559,915600000,125,7,4/5,-65,2,1327924203
560,915200000,125,7,4/5,-66,0,1329000227
561,916000000,125,7,4/5,-61,4,1330076243
562,915400000,125,7,4/5,-66,1,1331152259
563,916400000,125,7,4/5,-61,6,1332228276
564,915800000,125,7,4/5,-63,3,1333304291
565,916200000,125,7,4/5,-75,5,1334380316
566,915600000,125,7,4/5,-70,2,1335456323
567,915600000,125,7,4/5,-61,2,1336532347
568,915400000,125,7,4/5,-73,1,1337608363
569,916200000,125,7,4/5,-67,5,1338684380
570,916000000,125,7,4/5,-64,4,1339760403
571,916400000,125,7,4/5,-68,6,1340836412
572,915200000,125,7,4/5,-57,0,1341912435
573,915800000,125,7,4/5,-55,3,1342988443
574,915800000,125,7,4/5,-54,3,1344064467
575,916200000,125,7,4/5,-54,5,1345140484
576,915600000,125,7,4/5,-60,2,1346216499
577,915400000,125,7,4/5,-58,1,1347292515
578,916000000,125,7,4/5,-66,4,1348368539
579,916400000,125,7,4/5,-70,6,1349444556
580,915200000,125,7,4/5,-66,0,1350520571
581,916400000,125,7,4/5,-73,6,1351596588
582,915800000,125,7,4/5,-73,3,1352672603
583,915600000,125,7,4/5,-64,2,1353748619
584,915200000,125,7,4/5,-71,0,1354824643
585,916000000,125,7,4/5,-75,4,1355900659
586,916200000,125,7,4/5,-67,5,1356976676
587,915400000,125,7,4/5,-91,1,1358052691
588,915400000,125,7,4/5,-83,1,1359128707
589,916400000,125,7,4/5,-66,6,1360204724
590,916000000,125,7,4/5,-67,4,1361280747
591,916200000,125,7,4/5,-75,5,1362356764
592,915200000,125,7,4/5,-89,0,1363432779
593,915800000,125,7,4/5,-76,3,1364508795
594,915600000,125,7,4/5,-75,2,1365584811
595,916400000,125,7,4/5,-70,6,1366660828
596,915400000,125,7,4/5,-76,1,1367736851
597,916200000,125,7,4/5,-73,5,1368812868
598,915600000,125,7,4/5,-73,2,1369888883
599,915800000,125,7,4/5,-67,3,1370964899
600,915200000,125,7,4/5,-68,0,1372040923
601,916000000,125,7,4/5,-69,4,1373116939
602,915400000,125,7,4/5,-67,1,1374192955
603,915800000,125,7,4/5,-67,3,1375268963
604,916000000,125,7,4/5,-81,4,1376344987
605,915600000,125,7,4/5,-83,2,1377421003
606,915200000,125,7,4/5,-72,0,1378497027
607,916200000,125,7,4/5,-66,5,1379573036
608,916400000,125,7,4/5,-67,6,1380649052
609,915200000,125,7,4/5,-77,0,1381725075
610,916400000,125,7,4/5,-75,6,1382801092
611,916200000,125,7,4/5,-72,5,1383877108
612,916000000,125,7,4/5,-76,4,1384953131
613,915800000,125,7,4/5,-81,3,1386029139
614,915400000,125,7,4/5,-75,1,1387105163
615,915600000,125,7,4/5,-89,2,1388181171
616,916000000,125,7,4/5,-85,4,1389257195
617,916200000,125,7,4/5,-85,5,1390333212
618,915200000,125,7,4/5,-87,0,1391409227
619,916400000,125,7,4/5,-87,6,1392485244
620,915600000,125,7,4/5,-89,2,1393561259
621,915400000,125,7,4/5,-96,1,1394637283
622,915800000,125,7,4/5,-83,3,1395713291
623,915800000,125,7,4/5,-83,3,1396789315
624,915400000,125,7,4/5,-85,1,1397865331
625,915200000,125,7,4/5,-81,0,1398941355
626,916000000,125,7,4/5,-84,4,1400017371
627,915600000,125,7,4/5,-79,2,1401093379
628,916200000,125,7,4/5,-82,5,1402169404
629,916400000,125,7,4/5,-88,6,1403245420
630,915800000,125,7,4/5,-84,3,1404321435
631,915400000,125,7,4/5,-82,1,1405397451
632,916000000,125,7,4/5,-93,4,1406473475
633,915600000,125,7,4/5,-82,2,1407549483
634,916400000,125,7,4/5,-81,6,1408625508
635,915200000,125,7,4/5,-90,0,1409701523
636,916200000,125,7,4/5,-85,5,1410777540
637,916200000,125,7,4/5,-89,5,1411853556
638,916400000,125,7,4/5,-79,6,1412929572
639,915800000,125,7,4/5,-89,3,1414005587
640,916000000,125,7,4/5,-84,4,1415081611
641,915400000,125,7,4/5,-81,1,1416157627
642,915600000,125,7,4/5,-77,2,1417233643
643,915200000,125,7,4/5,-77,0,1418309667
644,916400000,125,7,4/5,-75,6,1419385676
645,915800000,125,7,4/5,-82,3,1420461691
646,915400000,125,7,4/5,-72,1,1421537715
648,915600000,125,7,4/5,-61,2,1425630043
649,916000000,125,7,4/5,-73,4,1426705803
650,915200000,125,7,4/5,-66,0,1429722115
651,915400000,125,7,4/5,-68,1,1430797867
652,916000000,125,7,4/5,-65,4,1431873883
653,915200000,125,7,4/5,-76,0,1432949899
654,916200000,125,7,4/5,-87,5,1434025916
655,915800000,125,7,4/5,-77,3,1435101931
656,916400000,125,7,4/5,-84,6,1436177948
657,915600000,125,7,4/5,-83,2,1437253963
658,915400000,125,7,4/5,-73,1,1438329987
659,915600000,125,7,4/5,-67,2,1439406003
660,915800000,125,7,4/5,-67,3,1440482019
661,915200000,125,7,4/5,-67,0,1441558035
662,916400000,125,7,4/5,-71,6,1442634052
663,916200000,125,7,4/5,-70,5,1443710076
664,916000000,125,7,4/5,-85,4,1444786091
665,916400000,125,7,4/5,-98,6,1445862108
666,916000000,125,7,4/5,-76,4,1446938123
667,915200000,125,7,4/5,-73,0,1448014139
668,915400000,125,7,4/5,-73,1,1449090155
669,915800000,125,7,4/5,-76,3,1450166171
670,915600000,125,7,4/5,-74,2,1451242187
671,916200000,125,7,4/5,-77,5,1452318212
672,916200000,125,7,4/5,-78,5,1453394228
673,915800000,125,7,4/5,-72,3,1454470243
674,916400000,125,7,4/5,-70,6,1455546260
675,916000000,125,7,4/5,-75,4,1456622283
676,915600000,125,7,4/5,-69,2,1457698291
677,915200000,125,7,4/5,-69,0,1458774315
678,915400000,125,7,4/5,-66,1,1459850331
679,916400000,125,7,4/5,-66,6,1460926348
680,915200000,125,7,4/5,-70,0,1462002363
681,915400000,125,7,4/5,-70,1,1463078387
682,916000000,125,7,4/5,-71,4,1464154403
683,916200000,125,7,4/5,-69,5,1465230420
684,915600000,125,7,4/5,-72,2,1466306435
685,915800000,125,7,4/5,-67,3,1467382451
686,915600000,125,7,4/5,-66,2,1468458467
687,915800000,125,7,4/5,-66,3,1469534483
688,916400000,125,7,4/5,-65,6,1470610508
689,915400000,125,7,4/5,-67,1,1471686523
690,915200000,125,7,4/5,-65,0,1472762547
691,916200000,125,7,4/5,-65,5,1473838556
692,916000000,125,7,4/5,-67,4,1474914587
693,916000000,125,7,4/5,-65,4,1475990595
694,916400000,125,7,4/5,-64,6,1477066612
695,916200000,125,7,4/5,-69,5,1478142628
696,915200000,125,7,4/5,-70,0,1479218651
697,915600000,125,7,4/5,-69,2,1480294659
698,915800000,125,7,4/5,-70,3,1481370675
699,915400000,125,7,4/5,-89,1,1482446699
700,915600000,125,7,4/5,-77,2,1483522715
701,915400000,125,7,4/5,-79,1,1484598731
702,915800000,125,7,4/5,-81,3,1485674747
703,916400000,125,7,4/5,-74,6,1486750764
704,916200000,125,7,4/5,-78,5,1487826788
705,916000000,125,7,4/5,-83,4,1488902803
706,915200000,125,7,4/5,-86,0,1489978827
707,915800000,125,7,4/5,-91,3,1491054835
708,915200000,125,7,4/5,-82,0,1492130859
709,916000000,125,7,4/5,-91,4,1493206875
710,916200000,125,7,4/5,-91,5,1494282892
711,915600000,125,7,4/5,-90,2,1495358907
712,916400000,125,7,4/5,-91,6,1496434924
713,915400000,125,7,4/5,-90,1,1497510947
714,916200000,125,7,4/5,-94,5,1498586964
715,915400000,125,7,4/5,-91,1,1499662979
716,915600000,125,7,4/5,-89,2,1500738995
717,915800000,125,7,4/5,-91,3,1501815011
718,916400000,125,7,4/5,-84,6,1502891028
719,915200000,125,7,4/5,-89,0,1503967051
720,916000000,125,7,4/5,-91,4,1505043067
721,915400000,125,7,4/5,-93,1,1506119083
722,915600000,125,7,4/5,-100,2,1507195099
723,916400000,125,7,4/5,-85,6,1508271116
724,916200000,125,7,4/5,-89,5,1509347140
725,915800000,125,7,4/5,-85,3,1510423147
726,916000000,125,7,4/5,-99,4,1511499171
727,915200000,125,7,4/5,-95,0,1512575195
728,916400000,125,7,4/5,-95,6,1513651204
729,916000000,125,7,4/5,-97,4,1514727227
730,915200000,125,7,4/5,-93,0,1517743539
731,916200000,125,7,4/5,-87,5,1518819292
732,915400000,125,7,4/5,-85,1,1519895307
733,915600000,125,7,4/5,-89,2,1520971323
734,915800000,125,7,4/5,-83,3,1522047339
735,916400000,125,7,4/5,-81,6,1523123364
736,915400000,125,7,4/5,-87,1,1524199379
737,916200000,125,7,4/5,-75,5,1525275404
738,915600000,125,7,4/5,-74,2,1526351411
739,916000000,125,7,4/5,-77,4,1527427435
740,915200000,125,7,4/5,-78,0,1528503451
741,915800000,125,7,4/5,-78,3,1529579467
742,916000000,125,7,4/5,-79,4,1530655491
743,915200000,125,7,4/5,-89,0,1531731507
744,916400000,125,7,4/5,-94,6,1532807524
745,915400000,125,7,4/5,-90,1,1533883539
746,915600000,125,7,4/5,-96,2,1534959555
747,916200000,125,7,4/5,-95,5,1536035580
748,915800000,125,7,4/5,-90,3,1537111587
749,916200000,125,7,4/5,-97,5,1538187612
750,915600000,125,7,4/5,-91,2,1539263627
751,915200000,125,7,4/5,-87,0,1540339651
752,916400000,125,7,4/5,-84,6,1541415668
753,915400000,125,7,4/5,-89,1,1542491683
754,916000000,125,7,4/5,-91,4,1543567707
755,915800000,125,7,4/5,-90,3,1544643715
756,916000000,125,7,4/5,-91,4,1545719739
757,915400000,125,7,4/5,-91,1,1546795755
758,915600000,125,7,4/5,-96,2,1547871771
759,916400000,125,7,4/5,-87,6,1548947788
760,915800000,125,7,4/5,-93,3,1550023803
761,915200000,125,7,4/5,-82,0,1551099827
762,916200000,125,7,4/5,-79,5,1552175844
763,915400000,125,7,4/5,-78,1,1553251859
764,916400000,125,7,4/5,-85,6,1554327876
765,915800000,125,7,4/5,-85,3,1555403891
766,915600000,125,7,4/5,-90,2,1556479915
767,916200000,125,7,4/5,-85,5,1557555932
768,915200000,125,7,4/5,-83,0,1558631955
769,916000000,125,7,4/5,-87,4,1559707971
770,915400000,125,7,4/5,-82,1,1560783987
771,916200000,125,7,4/5,-84,5,1561860004
772,915200000,125,7,4/5,-88,0,1562936027
773,915600000,125,7,4/5,-82,2,1564012035
774,915800000,125,7,4/5,-83,3,1565088051
775,916400000,125,7,4/5,-76,6,1566164076
776,916000000,125,7,4/5,-75,4,1567240099
777,916400000,125,7,4/5,-75,6,1568316108
778,915200000,125,7,4/5,-81,0,1569392131
779,916000000,125,7,4/5,-79,4,1570468147
780,916200000,125,7,4/5,-78,5,1571544164
781,915400000,125,7,4/5,-75,1,1572620187
782,915800000,125,7,4/5,-78,3,1573696195
783,915600000,125,7,4/5,-77,2,1574772219
784,915800000,125,7,4/5,-76,3,1575848235
785,916000000,125,7,4/5,-77,4,1576924259
786,915400000,125,7,4/5,-75,1,1578000275
787,916200000,125,7,4/5,-75,5,1579076292
788,916400000,125,7,4/5,-77,6,1580152308
789,915600000,125,7,4/5,-79,2,1581228323
790,915200000,125,7,4/5,-79,0,1582304347
791,916000000,125,7,4/5,-78,4,1583380363
792,915800000,125,7,4/5,-78,3,1584456379
793,915400000,125,7,4/5,-78,1,1585532403
794,915600000,125,7,4/5,-77,2,1586608411
795,916200000,125,7,4/5,-79,5,1587684436
796,915200000,125,7,4/5,-78,0,1588760459
797,916400000,125,7,4/5,-81,6,1589836468
798,915200000,125,7,4/5,-81,0,1590912491
799,916200000,125,7,4/5,-79,5,1591988508
800,916000000,125,7,4/5,-78,4,1593064523
801,915600000,125,7,4/5,-78,2,1594140539
802,915800000,125,7,4/5,-79,3,1595216555
803,915400000,125,7,4/5,-78,1,1596292579
804,916400000,125,7,4/5,-77,6,1597368596
805,915800000,125,7,4/5,-75,3,1598444611
806,916400000,125,7,4/5,-77,6,1599520628
807,916000000,125,7,4/5,-82,4,1600596651
808,916200000,125,7,4/5,-81,5,1601672668
809,915200000,125,7,4/5,-82,0,1602748691
810,915400000,125,7,4/5,-78,1,1603824707
811,915600000,125,7,4/5,-78,2,1604900723
812,916200000,125,7,4/5,-79,5,1605976740
813,916400000,125,7,4/5,-78,6,1607052756
814,915200000,125,7,4/5,-79,0,1608128779
815,915800000,125,7,4/5,-78,3,1609204787
816,915600000,125,7,4/5,-89,2,1610280811
817,915400000,125,7,4/5,-88,1,1611356835
818,916000000,125,7,4/5,-82,4,1612432851
819,916400000,125,7,4/5,-76,6,1613508868
820,915600000,125,7,4/5,-84,2,1614584883
821,916000000,125,7,4/5,-83,4,1615660907
822,915400000,125,7,4/5,-82,1,1616736923
823,916200000,125,7,4/5,-82,5,1617812940
824,915800000,125,7,4/5,-85,3,1618888955
825,915200000,125,7,4/5,-91,0,1619964979
826,915800000,125,7,4/5,-81,3,1621040987
827,916000000,125,7,4/5,-93,4,1622117011
828,915200000,125,7,4/5,-89,0,1623193035
829,915400000,125,7,4/5,-78,1,1624269051
830,916400000,125,7,4/5,-85,6,1625345060
831,915600000,125,7,4/5,-75,2,1626421083
832,916200000,125,7,4/5,-82,5,1627497100
833,916000000,125,7,4/5,-87,4,1628573123
834,915600000,125,7,4/5,-75,2,1629649139
835,916400000,125,7,4/5,-83,6,1630725156
836,915200000,125,7,4/5,-83,0,1631801179
837,915800000,125,7,4/5,-83,3,1632877187
838,915400000,125,7,4/5,-78,1,1633953211
839,916200000,125,7,4/5,-75,5,1635029228
840,915600000,125,7,4/5,-84,2,1636105243
841,915400000,125,7,4/5,-78,1,1637181267
842,916000000,125,7,4/5,-83,4,1638257283
843,916200000,125,7,4/5,-75,5,1639333300
844,916400000,125,7,4/5,-75,6,1640409316
845,915800000,125,7,4/5,-83,3,1641485331
846,915200000,125,7,4/5,-77,0,1642561355
847,916400000,125,7,4/5,-85,6,1643637372
848,915400000,125,7,4/5,-70,1,1644713387
849,915600000,125,7,4/5,-76,2,1645789403
850,915800000,125,7,4/5,-79,3,1646865419
851,916000000,125,7,4/5,-72,4,1647941443
852,916200000,125,7,4/5,-74,5,1649017460
853,915200000,125,7,4/5,-88,0,1650093483
854,915600000,125,7,4/5,-78,2,1651169499
855,916200000,125,7,4/5,-78,5,1652245516
856,916000000,125,7,4/5,-76,4,1653321539
857,915200000,125,7,4/5,-82,0,1654397555
858,915400000,125,7,4/5,-84,1,1655473571
859,916400000,125,7,4/5,-76,6,1656549588
860,915800000,125,7,4/5,-81,3,1657625603
861,915400000,125,7,4/5,-76,1,1658701619
862,916400000,125,7,4/5,-75,6,1659777636
863,915800000,125,7,4/5,-85,3,1660853651
864,915200000,125,7,4/5,-71,0,1661929675
865,915600000,125,7,4/5,-97,2,1663005692
866,916000000,125,7,4/5,-93,4,1664081715
867,916200000,125,7,4/5,-85,5,1665157732
868,916000000,125,7,4/5,-102,4,1666233747
869,915200000,125,7,4/5,-87,0,1667309771
870,916400000,125,7,4/5,-85,6,1668385780
871,916200000,125,7,4/5,-96,5,1669461804
872,915400000,125,7,4/5,-91,1,1670537819
873,915800000,125,7,4/5,-94,3,1671613835
874,915600000,125,7,4/5,-88,2,1672689851
875,915400000,125,7,4/5,-92,1,1673765875
876,916400000,125,7,4/5,-93,6,1674841892
877,916200000,125,7,4/5,-82,5,1675917908
878,915800000,125,7,4/5,-85,3,1676993923
879,915600000,125,7,4/5,-93,2,1678069939
880,915200000,125,7,4/5,-84,0,1679145963
881,916000000,125,7,4/5,-87,4,1680221979
882,916000000,125,7,4/5,-88,4,1681298003
883,915200000,125,7,4/5,-92,0,1682374019
884,916400000,125,7,4/5,-89,6,1683450028
885,915400000,125,7,4/5,-77,1,1684526051
886,916200000,125,7,4/5,-78,5,1685602068
887,915600000,125,7,4/5,-75,2,1686678083
888,915800000,125,7,4/5,-83,3,1687754099
889,915400000,125,7,4/5,-94,1,1688830123
890,915600000,125,7,4/5,-85,2,1689906131
891,916000000,125,7,4/5,-69,4,1690982155
892,916400000,125,7,4/5,-72,6,1692058172
893,915800000,125,7,4/5,-75,3,1693134187
894,916200000,125,7,4/5,-74,5,1694210212
895,915200000,125,7,4/5,-87,0,1695286227
896,915400000,125,7,4/5,-77,1,1696362243
897,916200000,125,7,4/5,-85,5,1697438260
898,916000000,125,7,4/5,-76,4,1698514283
899,915800000,125,7,4/5,-78,3,1699590291
900,915200000,125,7,4/5,-84,0,1700666315
901,916400000,125,7,4/5,-83,6,1701742332
902,915600000,125,7,4/5,-82,2,1702818347
903,915600000,125,7,4/5,-84,2,1703894363
904,916200000,125,7,4/5,-92,5,1704970380
905,915400000,125,7,4/5,-84,1,1706046403
906,915800000,125,7,4/5,-73,3,1707122411
907,915200000,125,7,4/5,-83,0,1708198435
908,916000000,125,7,4/5,-74,4,1709274459
909,916400000,125,7,4/5,-75,6,1710350468
910,916000000,125,7,4/5,-81,4,1711426491
911,915800000,125,7,4/5,-81,3,1712502499
912,916200000,125,7,4/5,-75,5,1713578524
913,915400000,125,7,4/5,-77,1,1714654539
914,915600000,125,7,4/5,-78,2,1717670851
915,916400000,125,7,4/5,-75,6,1718746604
916,915200000,125,7,4/5,-79,0,1719822627
918,915600000,125,7,4/5,-76,2,1723914955
919,915200000,125,7,4/5,-76,0,1724990715
920,915400000,125,7,4/5,-85,1,1726066731
921,916400000,125,7,4/5,-65,6,1727142740
922,916200000,125,7,4/5,-65,5,1728218764
923,915800000,125,7,4/5,-66,3,1729294779
924,915400000,125,7,4/5,-74,1,1730370795
925,916400000,125,7,4/5,-63,6,1731446812
926,915800000,125,7,4/5,-67,3,1732522827
927,916200000,125,7,4/5,-67,5,1733598852
928,915200000,125,7,4/5,-72,0,1734674867
929,916000000,125,7,4/5,-79,4,1735750883
930,915600000,125,7,4/5,-69,2,1736826899
931,915600000,125,7,4/5,-73,2,1737902915
932,915400000,125,7,4/5,-71,1,1738978939
933,915200000,125,7,4/5,-83,0,1740054955
934,916000000,125,7,4/5,-75,4,1741130971
935,916200000,125,7,4/5,-79,5,1742206988
936,915800000,125,7,4/5,-78,3,1743283003
937,916400000,125,7,4/5,-80,6,1744359020
938,916200000,125,7,4/5,-79,5,1745435044
939,916400000,125,7,4/5,-81,6,1746511060
940,915800000,125,7,4/5,-79,3,1747587075
941,915400000,125,7,4/5,-92,1,1748663091
942,915200000,125,7,4/5,-97,0,1749739115
943,915600000,125,7,4/5,-93,2,1750815131
944,916000000,125,7,4/5,-87,4,1751891147
945,916000000,125,7,4/5,-82,4,1752967163
946,915600000,125,7,4/5,-84,2,1754043179
947,916200000,125,7,4/5,-82,5,1755119204
948,915200000,125,7,4/5,-84,0,1756195219
949,916400000,125,7,4/5,-82,6,1757271236
950,915400000,125,7,4/5,-79,1,1758347251
951,915800000,125,7,4/5,-81,3,1759423267
952,916200000,125,7,4/5,-79,5,1760499284
953,915200000,125,7,4/5,-84,0,1761575307
954,916000000,125,7,4/5,-84,4,1762651323
955,915800000,125,7,4/5,-81,3,1765667627
956,915600000,125,7,4/5,-85,2,1766743387
957,915400000,125,7,4/5,-81,1,1767819403
958,916400000,125,7,4/5,-87,6,1768895420
959,915600000,125,7,4/5,-78,2,1769971443
960,915200000,125,7,4/5,-81,0,1771047459
961,916200000,125,7,4/5,-83,5,1772123476
962,916000000,125,7,4/5,-88,4,1773199499
