fCnt,freq,bw,sf,cr,rssi,channel,timestamp
1910,915600000,125,7,4/5,-97,2,2879837603
1912,915800000,125,7,4/5,-96,3,2883929923
1913,915600000,125,7,4/5,-101,2,2885005683
1914,916200000,125,7,4/5,-94,5,2886081700
1915,916400000,125,7,4/5,-96,6,2887157716
1916,915400000,125,7,4/5,-99,1,2888233731
1917,915200000,125,7,4/5,-103,0,2889309755
1918,916000000,125,7,4/5,-95,4,2890385771
1919,916400000,125,7,4/5,-91,6,2891461788
1920,916200000,125,7,4/5,-96,5,2892537804
1921,915400000,125,7,4/5,-94,1,2893613819
1922,915800000,125,7,4/5,-88,3,2894689835
1923,915600000,125,7,4/5,-85,2,2895765851
1924,915200000,125,7,4/5,-85,0,2896841875
1925,916200000,125,7,4/5,-91,5,2897917892
1926,916400000,125,7,4/5,-84,6,2898993908
1927,915400000,125,7,4/5,-94,1,2900069923
1928,915200000,125,7,4/5,-94,0,2901145947
1929,916000000,125,7,4/5,-81,4,2902221955
1930,915600000,125,7,4/5,-84,2,2903297971
1931,915800000,125,7,4/5,-87,3,2904373987
1932,916000000,125,7,4/5,-93,4,2905450011
1933,916200000,125,7,4/5,-93,5,2906526028
1934,915400000,125,7,4/5,-75,1,2907602043
1935,916400000,125,7,4/5,-83,6,2908678060
1936,915200000,125,7,4/5,-82,0,2909754075
1937,915800000,125,7,4/5,-84,3,2910830091
1938,915600000,125,7,4/5,-83,2,2911906107
1939,916200000,125,7,4/5,-82,5,2912982124
1940,915400000,125,7,4/5,-96,1,2914058147
1941,916400000,125,7,4/5,-90,6,2915134156
1942,915600000,125,7,4/5,-78,2,2916210179
1943,915800000,125,7,4/5,-79,3,2917286187
1944,915200000,125,7,4/5,-88,0,2918362211
1945,916000000,125,7,4/5,-89,4,2919438227
1946,915200000,125,7,4/5,-84,0,2920514251
1947,916200000,125,7,4/5,-89,5,2921590260
1948,915400000,125,7,4/5,-85,1,2922666283
1949,915800000,125,7,4/5,-85,3,2923742291
1950,916000000,125,7,4/5,-91,4,2924818315
1951,916400000,125,7,4/5,-88,6,2925894332
1952,915600000,125,7,4/5,-85,2,2926970347
1953,915600000,125,7,4/5,-87,2,2928046363
1954,916000000,125,7,4/5,-84,4,2929122379
1955,916200000,125,7,4/5,-85,5,2930198396
1956,916400000,125,7,4/5,-85,6,2931274412
1957,915800000,125,7,4/5,-103,3,2932350427
1958,915200000,125,7,4/5,-90,0,2933426451
1959,915400000,125,7,4/5,-95,1,2934502467
1960,916400000,125,7,4/5,-87,6,2935578484
1961,916000000,125,7,4/5,-85,4,2936654499
1962,916200000,125,7,4/5,-85,5,2937730516
1963,915800000,125,7,4/5,-90,3,2938806531
1964,915400000,125,7,4/5,-77,1,2939882547
1965,915200000,125,7,4/5,-83,0,2940958571
1966,915600000,125,7,4/5,-85,2,2942034579
1968,915800000,125,7,4/5,-84,3,2946126907
1969,915600000,125,7,4/5,-82,2,2947202659
1970,916000000,125,7,4/5,-102,4,2948278683
1971,915200000,125,7,4/5,-94,0,2949354699
1972,915400000,125,7,4/5,-89,1,2950430715
1973,916400000,125,7,4/5,-87,6,2951506732
1974,915600000,125,7,4/5,-85,2,2952582747
1975,915200000,125,7,4/5,-95,0,2953658771
1976,916400000,125,7,4/5,-89,6,2954734780
1977,915400000,125,7,4/5,-87,1,2955810803
1978,916000000,125,7,4/5,-90,4,2956886819
1979,916200000,125,7,4/5,-84,5,2959903124
1980,915800000,125,7,4/5,-95,3,2960978875
1981,915400000,125,7,4/5,-101,1,2962054899
1982,915800000,125,7,4/5,-93,3,2963130907
1983,915200000,125,7,4/5,-100,0,2964206931
1984,915600000,125,7,4/5,-84,2,2967223235
1985,916400000,125,7,4/5,-91,6,2968298996
1987,916000000,125,7,4/5,-89,4,2972391323
1988,915200000,125,7,4/5,-97,0,2973467075
1989,915600000,125,7,4/5,-90,2,2974543091
1990,916400000,125,7,4/5,-85,6,2975619108
1991,916000000,125,7,4/5,-87,4,2976695131
1992,916200000,125,7,4/5,-84,5,2977771140
1993,915800000,125,7,4/5,-87,3,2978847155
1994,915400000,125,7,4/5,-85,1,2979923179
1995,916200000,125,7,4/5,-91,5,2980999196
1996,915200000,125,7,4/5,-96,0,2982075211
1997,915600000,125,7,4/5,-84,2,2983151227
1998,916000000,125,7,4/5,-90,4,2984227243
1999,915800000,125,7,4/5,-91,3,2985303259
2000,915400000,125,7,4/5,-83,1,2986379283
2001,916400000,125,7,4/5,-85,6,2987455292
2002,915400000,125,7,4/5,-86,1,2988531315
2003,915800000,125,7,4/5,-90,3,2989607323
2004,916000000,125,7,4/5,-88,4,2990683347
2005,915200000,125,7,4/5,-87,0,2991759363
2006,916400000,125,7,4/5,-82,6,2992835380
2007,916200000,125,7,4/5,-84,5,2993911396
2008,915600000,125,7,4/5,-83,2,2994987411
2009,916200000,125,7,4/5,-93,5,2996063428
2010,915600000,125,7,4/5,-87,2,2997139443
2011,915200000,125,7,4/5,-89,0,2998215467
2012,915400000,125,7,4/5,-93,1,2999291483
2013,915800000,125,7,4/5,-94,3,3000367491
2014,916400000,125,7,4/5,-93,6,3001443516
2015,916000000,125,7,4/5,-95,4,3002519531
2016,916000000,125,7,4/5,-96,4,3003595547
2017,915400000,125,7,4/5,-96,1,3004671563
2018,916200000,125,7,4/5,-100,5,3005747588
2019,916400000,125,7,4/5,-96,6,3006823596
2020,915600000,125,7,4/5,-97,2,3007899611
2021,915200000,125,7,4/5,-96,0,3008975635
2022,915800000,125,7,4/5,-85,3,3010051643
2023,915200000,125,7,4/5,-91,0,3011127667
2024,916200000,125,7,4/5,-87,5,3012203684
2025,916400000,125,7,4/5,-88,6,3013279700
2026,915600000,125,7,4/5,-88,2,3014355715
2027,915400000,125,7,4/5,-101,1,3015431731
2028,916000000,125,7,4/5,-94,4,3016507755
2029,915800000,125,7,4/5,-85,3,3017583763
2030,915600000,125,7,4/5,-85,2,3018659787
2031,916200000,125,7,4/5,-88,5,3019735804
2032,916000000,125,7,4/5,-87,4,3020811819
2033,915200000,125,7,4/5,-88,0,3021887835
2034,915400000,125,7,4/5,-88,1,3022963851
2035,915800000,125,7,4/5,-88,3,3024039867
2036,916400000,125,7,4/5,-88,6,3025115884
2037,916200000,125,7,4/5,-90,5,3026191908
2038,916000000,125,7,4/5,-91,4,3027267923
2039,915800000,125,7,4/5,-88,3,3028343939
2040,916400000,125,7,4/5,-88,6,3029419956
2041,915400000,125,7,4/5,-89,1,3030495971
2042,915200000,125,7,4/5,-90,0,3031571995
2043,915600000,125,7,4/5,-88,2,3032648003
2044,916000000,125,7,4/5,-90,4,3033724027
2045,916400000,125,7,4/5,-87,6,3034800044
2046,915400000,125,7,4/5,-87,1,3035876059
2047,916200000,125,7,4/5,-89,5,3038892372
2048,915600000,125,7,4/5,-83,2,3041896419
2049,915800000,125,7,4/5,-89,3,3044900459
2050,915200000,125,7,4/5,-85,0,3045976219
2051,915200000,125,7,4/5,-91,0,3047052235
2052,915600000,125,7,4/5,-87,2,3048128251
2053,916000000,125,7,4/5,-85,4,3049204275
2054,915800000,125,7,4/5,-87,3,3050280283
2055,916200000,125,7,4/5,-87,5,3051356308
2056,915400000,125,7,4/5,-85,1,3052432323
2057,916400000,125,7,4/5,-90,6,3055448636
2058,916200000,125,7,4/5,-91,5,3056524388
2059,916400000,125,7,4/5,-91,6,3057600404
2060,916000000,125,7,4/5,-87,4,3058676419
2061,915400000,125,7,4/5,-91,1,3061692731
2062,915200000,125,7,4/5,-91,0,3062768491
2063,915600000,125,7,4/5,-90,2,3063844507
2064,915800000,125,7,4/5,-87,3,3064920523
2065,915800000,125,7,4/5,-89,3,3065996539
2066,916200000,125,7,4/5,-89,5,3067072556
2067,915200000,125,7,4/5,-87,0,3068148579
2068,916400000,125,7,4/5,-87,6,3069224596
2069,916000000,125,7,4/5,-91,4,3070300611
2070,915400000,125,7,4/5,-84,1,3073316923
2071,915600000,125,7,4/5,-85,2,3074392675
2072,915800000,125,7,4/5,-87,3,3075468691
2073,915400000,125,7,4/5,-84,1,3076544707
2074,915200000,125,7,4/5,-85,0,3077620731
2075,916200000,125,7,4/5,-84,5,3078696748
2076,915600000,125,7,4/5,-81,2,3079772763
2077,916000000,125,7,4/5,-85,4,3080848779
2078,916400000,125,7,4/5,-87,6,3081924796
2079,915200000,125,7,4/5,-84,0,3083000819
2081,916200000,125,7,4/5,-89,5,3087093148
2082,916000000,125,7,4/5,-87,4,3088168899
2083,916400000,125,7,4/5,-91,6,3089244916
2084,915400000,125,7,4/5,-93,1,3090320931
2085,915600000,125,7,4/5,-95,2,3091396947
2086,916000000,125,7,4/5,-97,4,3092472971
2087,915400000,125,7,4/5,-94,1,3093548987
2088,915800000,125,7,4/5,-92,3,3094624995
2089,915200000,125,7,4/5,-88,0,3095701019
2090,916200000,125,7,4/5,-91,5,3096777036
2091,915600000,125,7,4/5,-90,2,3097853051
2092,916400000,125,7,4/5,-91,6,3100869364
2093,916200000,125,7,4/5,-87,5,3101945124
2094,915200000,125,7,4/5,-85,0,3103021139
2095,915600000,125,7,4/5,-84,2,3104097155
2096,915400000,125,7,4/5,-87,1,3105173171
2097,915800000,125,7,4/5,-90,3,3106249187
2098,916400000,125,7,4/5,-88,6,3107325204
2099,916000000,125,7,4/5,-84,4,3108401227
2100,915600000,125,7,4/5,-84,2,3109477243
2101,916000000,125,7,4/5,-84,4,3110553267
2102,915200000,125,7,4/5,-84,0,3111629283
2103,916200000,125,7,4/5,-85,5,3112705300
2104,915800000,125,7,4/5,-85,3,3113781315
2105,916400000,125,7,4/5,-87,6,3114857332
2106,915400000,125,7,4/5,-85,1,3115933347
2107,916000000,125,7,4/5,-87,4,3117009371
2108,916400000,125,7,4/5,-88,6,3118085380
2109,915800000,125,7,4/5,-84,3,3119161395
2110,915400000,125,7,4/5,-83,1,3120237419
2111,915200000,125,7,4/5,-83,0,3121313435
2112,915600000,125,7,4/5,-87,2,3122389451
2113,916200000,125,7,4/5,-85,5,3123465476
2114,916200000,125,7,4/5,-91,5,3124541492
2115,916000000,125,7,4/5,-91,4,3127557803
2116,916400000,125,7,4/5,-95,6,3128633556
2117,915400000,125,7,4/5,-83,1,3129709571
2118,915200000,125,7,4/5,-87,0,3130785595
2119,915600000,125,7,4/5,-91,2,3131861603
2120,915800000,125,7,4/5,-84,3,3132937619
2121,915400000,125,7,4/5,-91,1,3134013643
2122,915800000,125,7,4/5,-90,3,3135089659
2123,915200000,125,7,4/5,-89,0,3136165683
2124,915600000,125,7,4/5,-81,2,3137241691
2125,916000000,125,7,4/5,-83,4,3138317715
2126,916200000,125,7,4/5,-87,5,3141334028
2127,916400000,125,7,4/5,-85,6,3142409780
2128,916400000,125,7,4/5,-81,6,3143485796
2129,915800000,125,7,4/5,-79,3,3144561811
2130,915400000,125,7,4/5,-81,1,3145637835
2131,916000000,125,7,4/5,-90,4,3146713851
2132,915200000,125,7,4/5,-95,0,3147789867
2133,915600000,125,7,4/5,-90,2,3148865883
2135,915800000,125,7,4/5,-93,3,3152958211
2136,916000000,125,7,4/5,-102,4,3154033971
2137,915600000,125,7,4/5,-94,2,3155109987
2139,916400000,125,7,4/5,-99,6,3159202308
2141,916200000,125,7,4/5,-99,5,3163294380
2143,915400000,125,7,4/5,-102,1,3167386443
2146,916000000,125,7,4/5,-101,4,3176398595
2147,915800000,125,7,4/5,-101,3,3177474339
2149,916200000,125,7,4/5,-100,5,3181566676
2150,915600000,125,7,4/5,-95,2,3182642427
2151,915800000,125,7,4/5,-91,3,3183718435
2152,915200000,125,7,4/5,-93,0,3184794459
2153,916000000,125,7,4/5,-97,4,3185870475
2154,915400000,125,7,4/5,-95,1,3186946491
2155,916400000,125,7,4/5,-86,6,3188022508
2156,916400000,125,7,4/5,-90,6,3189098524
2157,915800000,125,7,4/5,-88,3,3190174547
2158,915200000,125,7,4/5,-94,0,3191250563
2159,916000000,125,7,4/5,-89,4,3192326579
2160,916200000,125,7,4/5,-90,5,3195340892
2161,915600000,125,7,4/5,-84,2,3196416643
2162,915400000,125,7,4/5,-90,1,3197492659
2163,915200000,125,7,4/5,-89,0,3198568683
2164,915600000,125,7,4/5,-101,2,3199644691
2165,915400000,125,7,4/5,-86,1,3200720715
2166,916000000,125,7,4/5,-101,4,3201796731
2167,915800000,125,7,4/5,-79,3,3202872739
2168,916200000,125,7,4/5,-82,5,3203948764
2169,916400000,125,7,4/5,-89,6,3205024780
2170,915200000,125,7,4/5,-86,0,3206100803
2171,915400000,125,7,4/5,-87,1,3207176811
2172,916400000,125,7,4/5,-85,6,3208252828
2173,915600000,125,7,4/5,-89,2,3209328843
2175,916200000,125,7,4/5,-90,5,3213421172
2176,915800000,125,7,4/5,-96,3,3214496923
2177,915600000,125,7,4/5,-99,2,3215572947
2178,916400000,125,7,4/5,-90,6,3216648964
2179,915200000,125,7,4/5,-99,0,3217724979
2180,916200000,125,7,4/5,-90,5,3218800996
2181,916000000,125,7,4/5,-85,4,3219877019
2182,915400000,125,7,4/5,-85,1,3220953027
2183,915800000,125,7,4/5,-89,3,3222029043
2184,915200000,125,7,4/5,-84,0,3223105067
2185,915400000,125,7,4/5,-89,1,3224181083
2186,915600000,125,7,4/5,-88,2,3225257099
2187,916200000,125,7,4/5,-91,5,3226333116
2188,915800000,125,7,4/5,-91,3,3227409131
2189,916400000,125,7,4/5,-91,6,3228485148
2190,916000000,125,7,4/5,-84,4,3229561171
2191,915200000,125,7,4/5,-94,0,3230637187
2192,916200000,125,7,4/5,-96,5,3231713204
2193,915600000,125,7,4/5,-95,2,3232789211
2194,916000000,125,7,4/5,-91,4,3233865235
2195,915800000,125,7,4/5,-89,3,3234941243
2196,916400000,125,7,4/5,-87,6,3236017268
2197,915400000,125,7,4/5,-96,1,3237093283
2198,915200000,125,7,4/5,-94,0,3238169307
2199,916000000,125,7,4/5,-91,4,3239245323
2200,915600000,125,7,4/5,-94,2,3240321339
2201,915800000,125,7,4/5,-100,3,3241397347
2202,916400000,125,7,4/5,-88,6,3242473372
2203,915400000,125,7,4/5,-89,1,3243549387
2204,916200000,125,7,4/5,-103,5,3244625404
2205,915600000,125,7,4/5,-95,2,3245701419
2206,915400000,125,7,4/5,-93,1,3246777435
2207,916000000,125,7,4/5,-102,4,3247853459
2208,915200000,125,7,4/5,-83,0,3248929475
2209,916400000,125,7,4/5,-90,6,3250005484
2210,916200000,125,7,4/5,-85,5,3251081508
2211,915800000,125,7,4/5,-90,3,3252157515
2212,915400000,125,7,4/5,-88,1,3253233539
2213,915600000,125,7,4/5,-87,2,3254309555
2214,915200000,125,7,4/5,-88,0,3255385571
2215,916200000,125,7,4/5,-97,5,3256461588
2216,916000000,125,7,4/5,-93,4,3257537611
2217,915800000,125,7,4/5,-93,3,3258613619
2218,916400000,125,7,4/5,-88,6,3259689636
2219,915600000,125,7,4/5,-93,2,3260765651
2220,916000000,125,7,4/5,-96,4,3261841675
2221,916400000,125,7,4/5,-92,6,3262917692
2222,915400000,125,7,4/5,-96,1,3263993707
2223,915800000,125,7,4/5,-94,3,3265069723
2224,915200000,125,7,4/5,-100,0,3266145747
2225,916200000,125,7,4/5,-96,5,3267221756
2226,915400000,125,7,4/5,-96,1,3268297771
2227,915600000,125,7,4/5,-99,2,3269373795
2228,915800000,125,7,4/5,-100,3,3270449803
2229,916000000,125,7,4/5,-97,4,3271525827
2230,916200000,125,7,4/5,-96,5,3272601844
2231,915200000,125,7,4/5,-96,0,3273677859
2232,916400000,125,7,4/5,-97,6,3276694172
2233,916000000,125,7,4/5,-96,4,3277769923
2234,915600000,125,7,4/5,-92,2,3280786235
2235,916200000,125,7,4/5,-100,5,3283790284
2237,915200000,125,7,4/5,-97,0,3287882347
2238,915800000,125,7,4/5,-88,3,3288958091
2239,915400000,125,7,4/5,-91,1,3290034115
2240,915400000,125,7,4/5,-90,1,3291110139
2241,916000000,125,7,4/5,-100,4,3292186155
2242,916200000,125,7,4/5,-93,5,3293262164
2243,915800000,125,7,4/5,-103,3,3294338179
2245,915600000,125,7,4/5,-99,2,3298430507
2246,915200000,125,7,4/5,-101,0,3299506267
2247,915200000,125,7,4/5,-97,0,3300582283
2248,915600000,125,7,4/5,-93,2,3301658299
2249,916200000,125,7,4/5,-91,5,3302734316
2250,916000000,125,7,4/5,-90,4,3303810339
2251,916400000,125,7,4/5,-96,6,3304886348
2252,915800000,125,7,4/5,-98,3,3305962363
2253,915400000,125,7,4/5,-100,1,3307038387
2254,916200000,125,7,4/5,-93,5,3308114404
2255,915600000,125,7,4/5,-92,2,3309190419
2256,916400000,125,7,4/5,-95,6,3310266436
2257,915400000,125,7,4/5,-96,1,3311342451
2258,915200000,125,7,4/5,-98,0,3312418475
2260,916000000,125,7,4/5,-93,4,3316510803
2261,915600000,125,7,4/5,-93,2,3319514843
2262,916200000,125,7,4/5,-88,5,3320590604
2263,916400000,125,7,4/5,-93,6,3321666620
2264,916000000,125,7,4/5,-95,4,3322742635
2265,915400000,125,7,4/5,-95,1,3323818651
2266,915200000,125,7,4/5,-94,0,3324894667
2267,915800000,125,7,4/5,-91,3,3325970683
2268,915400000,125,7,4/5,-93,1,3327046699
2269,916400000,125,7,4/5,-95,6,3328122716
2270,916000000,125,7,4/5,-95,4,3329198739
2271,916200000,125,7,4/5,-91,5,3330274756
2272,915600000,125,7,4/5,-88,2,3331350771
2273,915800000,125,7,4/5,-90,3,3332426787
2274,915200000,125,7,4/5,-91,0,3333502811
2275,916200000,125,7,4/5,-91,5,3334578820
2276,915800000,125,7,4/5,-86,3,3335654835
2277,915200000,125,7,4/5,-88,0,3336730859
2278,916000000,125,7,4/5,-91,4,3337806875
2279,915400000,125,7,4/5,-89,1,3338882891
2280,915600000,125,7,4/5,-88,2,3339958907
2281,916400000,125,7,4/5,-85,6,3341034924
2282,915600000,125,7,4/5,-97,2,3342110939
2283,915200000,125,7,4/5,-100,0,3343186963
2284,915800000,125,7,4/5,-93,3,3344262979
2285,915400000,125,7,4/5,-91,1,3345338995
2286,916000000,125,7,4/5,-94,4,3346415011
2287,916200000,125,7,4/5,-95,5,3347491028
2288,916400000,125,7,4/5,-95,6,3348567044
2289,915800000,125,7,4/5,-91,3,3349643059
2290,916200000,125,7,4/5,-91,5,3350719084
2291,916000000,125,7,4/5,-101,4,3351795099
2292,916400000,125,7,4/5,-100,6,3352871116
2293,915200000,125,7,4/5,-91,0,3353947131
2294,915400000,125,7,4/5,-95,1,3355023147
2295,915600000,125,7,4/5,-101,2,3356099163
2296,916000000,125,7,4/5,-102,4,3357175187
2298,915400000,125,7,4/5,-97,1,3361267515
2299,915800000,125,7,4/5,-95,3,3362343259
2300,915600000,125,7,4/5,-93,2,3363419283
2301,916400000,125,7,4/5,-100,6,3364495300
2302,915200000,125,7,4/5,-91,0,3365571323
2303,916400000,125,7,4/5,-94,6,3366647332
2304,915600000,125,7,4/5,-93,2,3367723347
2305,915200000,125,7,4/5,-97,0,3368799371
2306,916000000,125,7,4/5,-99,4,3369875387
2307,916200000,125,7,4/5,-91,5,3370951404
2308,915400000,125,7,4/5,-90,1,3372027419
2309,915800000,125,7,4/5,-101,3,3373103435
2310,916400000,125,7,4/5,-94,6,3374179452
2311,915200000,125,7,4/5,-94,0,3375255475
2312,915800000,125,7,4/5,-95,3,3376331483
2313,915600000,125,7,4/5,-90,2,3377407507
2314,916000000,125,7,4/5,-95,4,3378483523
2315,916200000,125,7,4/5,-100,5,3379559540
2316,915400000,125,7,4/5,-95,1,3380635563
2317,916400000,125,7,4/5,-93,6,3381711580
2318,915600000,125,7,4/5,-91,2,3382787595
2319,915200000,125,7,4/5,-92,0,3383863611
2320,916200000,125,7,4/5,-100,5,3384939628
2321,915800000,125,7,4/5,-94,3,3386015643
2322,916000000,125,7,4/5,-100,4,3387091667
2323,915400000,125,7,4/5,-95,1,3388167683
2324,916400000,125,7,4/5,-101,6,3389243700
2325,915800000,125,7,4/5,-95,3,3390319715
2326,916000000,125,7,4/5,-100,4,3391395731
2327,916200000,125,7,4/5,-100,5,3392471748
2328,915200000,125,7,4/5,-93,0,3393547771
2329,915600000,125,7,4/5,-93,2,3394623787
2330,915400000,125,7,4/5,-91,1,3395699803
2331,915400000,125,7,4/5,-91,1,3396775819
2332,915200000,125,7,4/5,-95,0,3397851843
2333,915800000,125,7,4/5,-93,3,3398927851
2334,916000000,125,7,4/5,-100,4,3400003875
2335,915600000,125,7,4/5,-84,2,3401079891
2336,916200000,125,7,4/5,-89,5,3402155908
2337,916400000,125,7,4/5,-97,6,3403231924
2338,916200000,125,7,4/5,-96,5,3404307940
2339,915400000,125,7,4/5,-94,1,3405383963
2340,915600000,125,7,4/5,-90,2,3406459979
2341,915200000,125,7,4/5,-93,0,3407536003
2342,916000000,125,7,4/5,-93,4,3408612019
2343,915800000,125,7,4/5,-90,3,3409688027
2344,916400000,125,7,4/5,-90,6,3410764044
2345,916400000,125,7,4/5,-90,6,3411840068
2346,915400000,125,7,4/5,-90,1,3412916083
2347,915800000,125,7,4/5,-89,3,3413992099
2348,916200000,125,7,4/5,-91,5,3415068124
2349,916000000,125,7,4/5,-95,4,3416144139
2350,915600000,125,7,4/5,-92,2,3417220155
2351,915200000,125,7,4/5,-94,0,3418296171
2352,915800000,125,7,4/5,-92,3,3419372187
2353,915600000,125,7,4/5,-93,2,3420448203
2354,915200000,125,7,4/5,-91,0,3421524227
2355,916200000,125,7,4/5,-90,5,3422600244
2356,916400000,125,7,4/5,-91,6,3425616548
2357,915400000,125,7,4/5,-96,1,3426692307
2358,916000000,125,7,4/5,-94,4,3427768323
2359,916400000,125,7,4/5,-93,6,3428844340
2360,915200000,125,7,4/5,-99,0,3429920363
2361,915400000,125,7,4/5,-97,1,3430996379
2362,915800000,125,7,4/5,-95,3,3432072387
2363,916000000,125,7,4/5,-96,4,3433148411
2364,916200000,125,7,4/5,-95,5,3434224428
2365,915600000,125,7,4/5,-97,2,3435300443
2366,916200000,125,7,4/5,-92,5,3436376460
2367,915600000,125,7,4/5,-96,2,3437452475
2368,916000000,125,7,4/5,-95,4,3438528499
2369,915400000,125,7,4/5,-102,1,3439604515
2370,915200000,125,7,4/5,-91,0,3440680539
2372,916400000,125,7,4/5,-95,6,3444772860
2373,916200000,125,7,4/5,-97,5,3445848620
2374,916000000,125,7,4/5,-89,4,3446924635
2376,916400000,125,7,4/5,-91,6,3451016964
2377,915400000,125,7,4/5,-85,1,3452092715
2378,915800000,125,7,4/5,-97,3,3455109027
2379,915600000,125,7,4/5,-95,2,3456184779
2381,915800000,125,7,4/5,-88,3,3460277107
2382,915200000,125,7,4/5,-94,0,3461352875
2383,916200000,125,7,4/5,-97,5,3462428884
2384,916000000,125,7,4/5,-89,4,3463504907
2385,915600000,125,7,4/5,-100,2,3464580915
2386,916400000,125,7,4/5,-99,6,3465656940
2387,915400000,125,7,4/5,-90,1,3466732955
2388,916000000,125,7,4/5,-94,4,3467808979
2389,916200000,125,7,4/5,-93,5,3468884988
2390,915800000,125,7,4/5,-93,3,3469961003
2391,916400000,125,7,4/5,-93,6,3471037020
2392,915600000,125,7,4/5,-85,2,3472113035
2393,915200000,125,7,4/5,-97,0,3473189059
